Matrix size (N),Eigenvalue 1,Eigenvalue 2,Eigenvalue 3,Eigenvalue 4,Eigenvalue 5,Eigenvalue 6,Eigenvalue 7,Eigenvalue 8,Eigenvalue 9,Eigenvalue 10
549,-9.430902860418863,-9.18347065315708,-9.044306791200093,-8.963030914245572,-8.910972141138597,-8.875131686498811,-8.849081658492008,-8.8293466705881,-8.813903231161854,-8.801500581300612
550,-9.433273034604039,-9.185840983431914,-9.04667724373286,-8.965401355667083,-8.913342640685322,-8.877502184857267,-8.851452234115534,-8.831717369893324,-8.816274046223787,-8.803871444783818
551,-9.435639123383472,-9.188207161075821,-9.049043371534527,-8.96776753018428,-8.915708818394911,-8.879868480088126,-8.853818567634466,-8.83408380464095,-8.818640491736451,-8.806238048486485
552,-9.438000988629305,-9.190568884834217,-9.051405142834376,-8.97012934962558,-8.918070715663198,-8.882230392586374,-8.85618057337797,-8.836445874200207,-8.821002734729001,-8.808600349190886
553,-9.440358490442337,-9.19292641826131,-9.053762637369191,-8.97248693816164,-8.92042831460368,-8.884588057922342,-8.858538331188322,-8.838803721295214,-8.823360635602848,-8.810958353205491
554,-9.442711754407904,-9.19527970440693,-9.056115937903767,-8.974840263351817,-8.92278166002859,-8.8869415360273,-8.860891868262641,-8.841157288388029,-8.825714303594046,-8.81331211771527
555,-9.445060641415985,-9.197628768667256,-9.058465018155632,-8.977189347136754,-8.925130861143717,-8.889290728755599,-8.863241101709988,-8.843506641413635,-8.828063725610658,-8.815661652697344
556,-9.447405280765667,-9.199973555469068,-9.060809796158573,-8.979534213194183,-8.927475780851317,-8.891635658213252,-8.865586173192908,-8.845851766246765,-8.830408889532396,-8.818006869614122
557,-9.449746077459226,-9.202314175734152,-9.063150472744454,-8.98187488696498,-8.929816405958032,-8.893976429437686,-8.867927002389543,-8.848192649702,-8.832749911581258,-8.82034803111139
558,-9.452082354121995,-9.204650576684463,-9.065486855545984,-8.984211340976666,-8.932152913716921,-8.896312987724516,-8.870263565355765,-8.850529321377817,-8.835086655660415,-8.822684901414913
559,-9.454414792743277,-9.206982621503949,-9.067819092923214,-8.986543603391302,-8.934485295955804,-8.89864536048156,-8.87259601044204,-8.852861854801594,-8.837419305779296,-8.825017545713497
560,-9.45674271108993,-9.209310848276301,-9.07014722250318,-8.988871704206554,-8.936813417853134,-8.900973535679366,-8.874924260440807,-8.855190199480525,-8.839747727597803,-8.827346134006207
561,-9.459066523495753,-9.211634702496799,-9.07247105235211,-8.991195675282155,-8.939137399627011,-8.903297668153657,-8.877248411105985,-8.857514390051126,-8.842071980260311,-8.829670481685133
562,-9.46138609645096,-9.213954473764378,-9.074790911454393,-8.993515494479261,-8.941457300773735,-8.905617583681975,-8.879568387110956,-8.859834463104693,-8.844392125400375,-8.83199071114774
563,-9.463701855770184,-9.21626994346467,-9.077106610425488,-8.995831196565192,-8.943773053515427,-8.907933398941474,-8.881884287983194,-8.86215037129546,-8.846708161417281,-8.83430684481735
564,-9.466013391593028,-9.21858158070434,-9.079418192300013,-8.998142761757137,-8.94608472023958,-8.910245065727043,-8.88419604036016,-8.864462240208292,-8.849020087859893,-8.8366188024165
565,-9.468320853426473,-9.220889084054757,-9.081725643079066,-9.000450341391566,-8.948392234720984,-8.91255270546294,-8.886503747639628,-8.866769982201255,-8.851327905446542,-8.838926765437805
566,-9.470624110154784,-9.22319240875648,-9.08402906855218,-9.002753748671402,-8.950695728234976,-8.914856230362636,-8.88880727914208,-8.86907363987567,-8.853631682897177,-8.841230603984455
567,-9.472923315554224,-9.225491685847954,-9.086328338844718,-9.005053138324753,-8.952995137232302,-8.917155680389873,-8.891106800967686,-8.871373257910507,-8.855931290059303,-8.843530398624226
568,-9.47521891587927,-9.227787050324375,-9.088623683000282,-9.00734843875352,-8.955290531189783,-8.919451097520582,-8.893402303927404,-8.873668794861782,-8.858227000307162,-8.84582612619848
569,-9.477509920185632,-9.230078286305922,-9.090914852833098,-9.009639693985084,-8.957581848273435,-8.921742439217851,-8.895693719460471,-8.87596029824701,-8.860518550931857,-8.84811781778605
570,-9.479797064157358,-9.232365442025237,-9.093202081824412,-9.01192700843352,-8.95986909379664,-8.924029837201473,-8.897981160588392,-8.878247817735243,-8.862806152451792,-8.850405506267185
571,-9.482080515006233,-9.234648657542758,-9.095485426407809,-9.014210255389877,-8.96215247735323,-8.926313208440432,-8.900264561004468,-8.88053127072475,-8.86508967799339,-8.852689118048477
572,-9.484359562070837,-9.236927896745591,-9.097764638481882,-9.016489542277718,-8.964431737862608,-8.928592601155561,-8.902544037938416,-8.882810799254763,-8.86736927495864,-8.854968796848318
573,-9.486634663627296,-9.239203033260953,-9.100039897639176,-9.018764802209493,-8.966707020177171,-8.930867977311955,-8.90481946582944,-8.885086323032578,-8.869644887014235,-8.857244416932723
574,-9.488906288762966,-9.241474394559908,-9.102311140332004,-9.021036206169537,-8.968978473325123,-8.933139388036176,-8.907090965246656,-8.887357852228778,-8.871916527425233,-8.859516181073973
575,-9.491173423420367,-9.243741766770437,-9.104578552122383,-9.023303510848715,-8.971245905018321,-8.935406841975375,-8.909358535917168,-8.889625489864235,-8.87418421083717,-8.861783965633803
576,-9.493436535200187,-9.24600502463495,-9.106841884921456,-9.025567010431793,-8.97350932841891,-8.937670393943659,-8.911622116080936,-8.891889158196033,-8.876447953296868,-8.86404781221402
577,-9.495696102662652,-9.248264503941746,-9.109101453422952,-9.027826522506782,-8.975768967557888,-8.939930010732121,-8.913881769556808,-8.894148871420569,-8.878707772273348,-8.866307708502037
578,-9.497951704895485,-9.250520083615724,-9.111356946815885,-9.030082105097843,-8.978024560863755,-8.942185704872543,-8.916137562582904,-8.89640473808567,-8.88096368667881,-8.86856364300751
579,-9.500203523402606,-9.252771734581538,-9.113608685322346,-9.032333879632798,-8.980276336283326,-8.944437490230564,-8.918389436747246,-8.898656636440002,-8.883215645367674,-8.870815830910002
580,-9.50245113118423,-9.25501952218454,-9.115856549076465,-9.034581663978663,-8.982524172959167,-8.946685473694366,-8.92063739735727,-8.900904725070518,-8.885463812874669,-8.873063982171972
581,-9.50469501820982,-9.257263419736868,-9.118100481061575,-9.03682564375307,-8.984768233740937,-8.948929488995065,-8.922881515101516,-8.903148883646226,-8.887708069150486,-8.87530837221952
582,-9.50693506599104,-9.25950349598135,-9.120340553408873,-9.039065761215735,-8.987008399260343,-8.951169691625822,-8.92512179864388,-8.905389180207255,-8.889948437970315,-8.877548824538229
583,-9.50917146605761,-9.261739822126026,-9.122576710845925,-9.041302020849164,-8.989244692769004,-8.953406055156965,-8.927358192987473,-8.9076256375516,-8.892185017665525,-8.879785505803678
584,-9.511403788796892,-9.263972088192162,-9.124809093922028,-9.043534490973014,-8.991477211443488,-8.955638600427966,-8.92959070824116,-8.909858327930626,-8.894417762854264,-8.882018297513682
585,-9.513632226083272,-9.266200557312333,-9.127037715831639,-9.045763053247594,-8.993705837166996,-8.957867302703802,-8.931819552395073,-8.912087229720386,-8.896646628236597,-8.88424725443328
586,-9.515856974805379,-9.26842540218449,-9.129262591048516,-9.047987904691508,-8.995930669852454,-8.96009223230162,-8.934044543450945,-8.914312224975658,-8.898871716898041,-8.886472433485945
587,-9.518077919008334,-9.270646507839693,-9.131483602704188,-9.050208992674634,-8.998151812491162,-8.962313319458426,-8.936265695319726,-8.916533437791394,-8.901093060537642,-8.888693834949425
588,-9.520294941345137,-9.27286356211468,-9.133700765850964,-9.052426200469526,-9.000369001683588,-8.964530637253299,-8.93848308977284,-8.918750897952332,-8.903310617595187,-8.890911519240081
589,-9.522508565409584,-9.275077034691764,-9.135914297864199,-9.054639667290328,-9.00258256385121,-8.966744261269291,-8.940696744363844,-8.920964636849819,-8.905524346650942,-8.893125311270268
590,-9.524718035274006,-9.277286812446638,-9.138123950167653,-9.056849406882478,-9.004792385162022,-8.968954076639378,-8.942906610752658,-8.923174588621942,-8.90773443346283,-8.895335391782886
591,-9.5269242027756,-9.279492880308489,-9.140329876189332,-9.05905543425215,-9.006998500497104,-8.97116016109366,-8.945112775760508,-8.925380736734443,-8.90994068826482,-8.897541826132844
592,-9.52912663373588,-9.281695024035864,-9.142532165453678,-9.061257765684573,-9.009200720166984,-8.973362546195872,-8.947315125182202,-8.927583265083804,-8.912143224180943,-8.899744380241362
593,-9.531324886043913,-9.283893427695565,-9.144730773523596,-9.063456287456807,-9.011399382208623,-8.975561216135931,-8.949513884813806,-8.929782010895815,-8.914342003951448,-8.901943362108371
594,-9.533519497844484,-9.286088280091187,-9.14692558728795,-9.065651148442493,-9.013594223024805,-8.977756106510062,-8.951708874310404,-8.931977111758911,-8.916537222202717,-8.904138538330718
595,-9.53571068814255,-9.288279470484664,-9.149116699504715,-9.06784236886794,-9.015785434038806,-8.97994739998424,-8.953900186468154,-8.93416845547824,-8.918728612769982,-8.906330039325837
596,-9.537898015799671,-9.290466886823234,-9.151304205777297,-9.070029770350219,-9.017973057602347,-8.982134935755523,-8.956087778300157,-8.936356132391165,-8.920916373085733,-8.908517875963836
597,-9.540082034966764,-9.29265062067209,-9.153487925517744,-9.072213640776724,-9.02015682847264,-8.984318900588637,-8.958271815882094,-8.938540184396205,-8.923100548736048,-8.910702122166782
598,-9.542261967471914,-9.294830766399553,-9.155668026019145,-9.07439387083581,-9.022337098869215,-8.98649913432135,-8.960452119520442,-8.940720603694674,-8.925280950767185,-8.912882605481949
599,-9.544438371577012,-9.297007317706528,-9.157844608424726,-9.076570349925733,-9.024513604057935,-8.988675777410617,-8.962628788278321,-8.942897279781805,-8.927457783306082,-8.91505946347365
600,-9.546611478262593,-9.29918006104125,-9.160017493532331,-9.078743306175527,-9.02668662451197,-8.99084877111344,-8.96480178271663,-8.945070412842687,-8.929630937170574,-8.917232711764111
601,-9.548780500443534,-9.301349406734609,-9.162186784161314,-9.080912563154703,-9.028855973805506,-8.993018209405282,-8.966971205669207,-8.947239894469199,-8.931800541862682,-8.919402367207276
602,-9.550946350658036,-9.303515143890484,-9.164352443047564,-9.083078285234496,-9.031021700586606,-8.995183932813195,-8.969137162951032,-8.94940582505913,-8.933966489236397,-8.92156844790611
603,-9.553108237594403,-9.305677163856279,-9.166514504979306,-9.085240364873737,-9.03318385539487,-8.997346140114484,-8.971299332691746,-8.95156809680718,-8.936128831460893,-8.923730909456406
604,-9.55526708664215,-9.307835568946844,-9.16867307859634,-9.087398901398915,-9.035342410586058,-8.99950477616419,-8.973458036748045,-8.953726865872198,-8.938287622659299,-8.92588977155789
605,-9.557421754251497,-9.309990464434795,-9.170828057771347,-9.089553927301091,-9.037497419355578,-9.001659785602225,-8.97561309682002,-8.955882025891594,-8.940442837336157,-8.928045055205267
606,-9.559573173634465,-9.312141851410113,-9.172979408111436,-9.09170526640507,-9.039648775058238,-9.003811269691539,-8.977764623373103,-8.958033576411164,-8.942594532376127,-8.930196782705769
607,-9.561720891450681,-9.314289731858068,-9.175127242094849,-9.093853232803779,-9.04179669500415,-9.00595917498953,-8.979912656743075,-8.96018162553792,-8.944742601864327,-8.93234497769676
608,-9.563865152715447,-9.316433892200875,-9.177271454237642,-9.095997510864189,-9.043941074905668,-9.008103606259803,-8.98205709177271,-8.962326122095151,-8.946887269922957,-8.934489665163422
609,-9.566005853189635,-9.318574768131592,-9.179412234072682,-9.09813834844043,-9.046081973472935,-9.010244458985753,-8.984198043930851,-8.964467123504214,-8.94902826664616,-8.936630740064041
610,-9.568143244183066,-9.320711930384354,-9.18154955248686,-9.100275641868171,-9.048219286427047,-9.012381894042896,-8.986335483222282,-8.966604634551196,-8.95116581945591,-8.938768426248949
611,-9.570276865806138,-9.322845820820339,-9.183683305847975,-9.102409429914312,-9.050353157033816,-9.01451575485614,-8.98846937991565,-8.968738606064186,-8.953299909004897,-8.940902488440353
612,-9.572407330760539,-9.324976007798627,-9.185813614806973,-9.104539752971526,-9.05248356560314,-9.016646151838172,-8.990599854642314,-8.970869099116268,-8.955430431948518,-8.943033154268717
613,-9.574533816516094,-9.327102828505739,-9.187940452193743,-9.106666653078014,-9.054610409166733,-9.018773036105351,-8.992726805021622,-8.972996176839057,-8.957557538383124,-8.945160254715237
614,-9.576657304279266,-9.329226181738898,-9.19006371524546,-9.108789955308067,-9.05673375186246,-9.020896521782662,-8.994850279065027,-8.9751197372789,-8.959681211626247,-8.947284022241327
615,-9.578776967416804,-9.331346077150503,-9.192183757638778,-9.110909921540074,-9.058853829048344,-9.023016507510398,-8.996970402727209,-8.977239845300033,-8.961801349788793,-8.949404221116257
616,-9.580893800798346,-9.333462525416605,-9.194300097763728,-9.113026378085205,-9.060970286754866,-9.025133110403466,-8.999086922630685,-8.97935651161053,-8.963918108201913,-8.951521087726015
617,-9.58300660455824,-9.335575425138062,-9.19641316957926,-9.115139444471525,-9.063083362569085,-9.027246285171225,-9.001200196458857,-8.981469747956458,-8.966031386429348,-8.953634454004014
618,-9.585116011026244,-9.337685014757886,-9.198522797249813,-9.11724909477221,-9.065193127969172,-9.02935598645332,-9.003309971526301,-8.983579567136493,-8.96814125682877,-8.95574442402124
619,-9.587222292984908,-9.339791309762898,-9.200629035606706,-9.119355303366865,-9.067299397989766,-9.031462280254077,-9.005416301615014,-8.985685983016548,-8.970247706600993,-8.957850966732739
620,-9.589324980152696,-9.341894097190577,-9.202731863219743,-9.12145819501702,-9.069402158132123,-9.033565178697764,-9.007519242379402,-8.987789010544487,-8.972350811325564,-8.959954120620463
621,-9.5914243466856,-9.34399339139134,-9.204831259047472,-9.123557596128153,-9.071501655598098,-9.035664751207452,-9.009618772962876,-8.989888608115024,-8.974450472373723,-8.962053786410392
622,-9.593520672884633,-9.346089439586967,-9.206927281348563,-9.125653709343066,-9.07359779330261,-9.037760843238564,-9.011715030474132,-8.991984907905037,-8.976546767338366,-8.964150213677502
623,-9.595613105109233,-9.348182145258152,-9.2090200695965,-9.127746437525426,-9.075690560955067,-9.039853638854966,-9.013807838815051,-8.994077754407922,-8.97863977612004,-8.966243235644262
624,-9.597702301502636,-9.350271644804742,-9.21110928875261,-9.129835758935927,-9.077779948855694,-9.041943098181795,-9.015897416995,-8.996167282341803,-8.980729312370734,-8.968332895096044
625,-9.599788166331157,-9.35235737261724,-9.213195398581556,-9.131921805934054,-9.079866036651415,-9.044029181350671,-9.017983429539346,-8.998253453510365,-8.98281563671585,-8.970419236437351
626,-9.601870988343444,-9.354440052450627,-9.215277903301235,-9.134004482518,-9.081948727963729,-9.046111963757197,-9.02006625810378,-9.000336347865531,-8.98489856364468,-8.972502234357668
627,-9.603950287779133,-9.356519354492429,-9.217357429827414,-9.136083846814154,-9.08402810453285,-9.048191407222845,-9.022145727596376,-9.002415869663023,-8.98697808648647,-8.97458193552868
628,-9.606026354940923,-9.358595539682065,-9.219433399803279,-9.138159880866867,-9.086104160420446,-9.05026747360365,-9.024221903571059,-9.004492100949326,-8.989054473005762,-8.976658244213107
629,-9.60809909535873,-9.360668035840359,-9.22150612206331,-9.140232645490638,-9.088176980800396,-9.052340358629067,-9.026294772136763,-9.006565066211218,-8.991127446696717,-8.978731353139144
630,-9.610168413505374,-9.362737705548072,-9.22357558420727,-9.142302124705123,-9.090246471453886,-9.054409851380363,-9.028364401759033,-9.008634670776482,-8.99319709503761,-8.980801023118095
631,-9.61223460766825,-9.364803734836466,-9.225641609592904,-9.144368302976886,-9.092312628435888,-9.056476150774179,-9.030430780715026,-9.010701060837501,-8.995263507953801,-8.982867522672116
632,-9.61429718908307,-9.366866632107417,-9.227704681111517,-9.146431244703018,-9.094375632006807,-9.058539104495356,-9.032493815157085,-9.012764143065478,-8.997326684828181,-8.984930759096168
